customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend,revenue
4729-xkasr,male,0,no,yes,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.75,24.75,yes,0-6,12.375,24.75
3059-ngmxb,male,0,yes,yes,14,yes,yes,dsl,yes,yes,no,no,no,yes,month-to-month,no,mailed check,69.2,944.65,no,12-24,62.97666666666667,69.2
8652-yhiyu,female,0,no,yes,16,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,credit card (automatic),79.5,1264.2,no,12-24,74.36470588235295,79.5
5278-pnyox,female,0,no,no,49,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),100.65,4917.75,no,48+,98.355,100.65
5449-fibxj,male,0,yes,yes,19,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,103.3,2012.7,yes,12-24,100.635,103.3
3486-hoogq,female,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),79.7,5743.3,no,48+,80.89154929577465,79.7
5061-pbxfw,female,0,yes,yes,32,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),61.4,1864.65,no,24-48,56.50454545454546,61.4
8630-fjlib,female,0,no,no,18,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.8,1221.65,no,12-24,64.29736842105264,69.8
3891-nlxjb,male,0,no,no,37,no,no phone service,dsl,yes,yes,no,yes,no,no,two year,yes,mailed check,40.55,1390.85,no,24-48,36.60131578947368,40.55
4749-ojkqu,female,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.65,302.35,no,0-6,60.470000000000006,75.65
0577-whmev,female,0,yes,no,16,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,electronic check,90.7,1374.9,no,12-24,80.87647058823529,90.7
5453-axepf,male,0,yes,no,17,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.5,1336.9,no,12-24,74.27222222222223,80.5
3639-xjhkq,female,0,no,yes,19,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,60.6,1297.8,no,12-24,64.89,60.6
3716-lrgxk,male,0,yes,no,60,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,credit card (automatic),101.15,6067.4,no,48+,99.4655737704918,101.15
2263-sfsqz,male,0,yes,yes,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.95,1222.25,no,48+,23.504807692307693,24.95
9950-mtgyx,male,0,yes,yes,28,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),20.3,487.95,no,24-48,16.825862068965517,20.3
3397-avtku,male,0,no,no,43,yes,no,dsl,no,yes,no,no,no,yes,two year,yes,electronic check,60.0,2548.55,no,24-48,57.92159090909092,60.0
4825-furez,male,0,yes,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,20.25,835.5,no,24-48,19.430232558139537,20.25
9837-bmclm,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,78.5,242.05,yes,0-6,60.5125,78.5
2672-ojqzp,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.75,44.75,no,0-6,22.375,44.75
0137-udeuo,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,63.75,yes,0-6,15.9375,19.85
3134-dshvc,female,0,no,no,63,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,no,credit card (automatic),98.0,6218.45,no,48+,97.16328125,98.0
6161-uuuta,male,1,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.9,260.9,yes,0-6,65.225,79.9
7821-dprqe,male,0,yes,no,68,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic check,107.7,7320.9,no,48+,106.1,107.7
6543-xrmyr,female,1,no,no,30,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.7,2967.35,yes,24-48,95.72096774193548,99.7
2001-ewbqu,female,0,no,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,no,electronic check,104.7,6333.8,no,48+,103.83278688524591,104.7
4925-lmhok,male,0,no,no,15,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),58.6,939.7,yes,12-24,58.73125,58.6
1608-gmewb,male,1,no,no,45,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),93.9,4200.25,no,24-48,91.30978260869566,93.9
6695-amzuf,female,0,yes,no,70,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),86.45,5950.2,no,48+,83.8056338028169,86.45
1455-ugqvh,male,0,yes,no,10,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.5,1037.75,yes,6-12,94.3409090909091,98.5
8410-bgqxn,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.4,93.4,no,0-6,18.68,19.4
8280-mqrqn,female,0,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,50.45,50.45,yes,0-6,25.225,50.45
1619-ywubb,female,0,yes,no,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.95,1614.9,no,48+,23.40434782608696,24.95
7611-ykytc,male,0,yes,yes,22,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),75.0,1573.95,no,12-24,68.43260869565218,75.0
2037-sgxhh,male,0,yes,yes,38,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,94.65,3624.3,yes,24-48,92.93076923076923,94.65
3178-feszo,female,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),100.25,100.25,yes,0-6,50.125,100.25
0365-gxezs,male,0,yes,no,18,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,no,electronic check,78.2,1468.75,no,12-24,77.30263157894737,78.2
0082-oqiqy,male,0,no,no,29,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,94.2,2607.6,no,24-48,86.92,94.2
6087-mvhjh,female,0,no,no,16,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,88.45,1422.1,yes,12-24,83.65294117647058,88.45
4603-janfb,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.85,69.85,yes,0-6,34.925,69.85
3018-tftsu,male,0,no,no,12,yes,no,fiber optic,yes,no,yes,no,no,no,month-to-month,no,bank transfer (automatic),81.7,858.6,yes,6-12,66.04615384615384,81.7
3606-sbkry,male,0,no,no,31,no,no phone service,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,50.05,1523.4,no,24-48,47.60625,50.05
4806-kexqr,male,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.9,324.3,yes,0-6,64.86,79.9
0667-nsrgi,female,0,yes,no,48,yes,yes,dsl,no,no,yes,yes,no,yes,one year,yes,mailed check,69.55,3435.6,no,24-48,70.11428571428571,69.55
7083-ynsky,female,0,no,no,15,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),25.4,399.6,yes,12-24,24.975,25.4
6893-odyye,male,0,no,no,50,yes,no,fiber optic,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),90.1,4549.45,no,48+,89.20490196078431,90.1
8242-jsvbo,male,0,no,no,7,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),44.65,322.5,no,6-12,40.3125,44.65
2479-bramr,male,1,yes,no,41,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),83.75,3273.55,yes,24-48,77.94166666666668,83.75
9541-zpsea,male,0,yes,yes,68,yes,no,fiber optic,yes,no,yes,no,no,no,two year,no,credit card (automatic),80.35,5375.15,no,48+,77.90072463768115,80.35
2665-nptgl,female,1,yes,no,26,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),98.1,2510.7,no,24-48,92.98888888888888,98.1
1139-wuoah,male,0,no,no,57,no,no phone service,dsl,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),53.35,3090.05,no,48+,53.27672413793104,53.35
4693-vwvbo,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.55,61.05,no,0-6,15.2625,19.55
7434-shxls,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.9,20.9,yes,0-6,10.45,20.9
6937-gcdgq,male,0,yes,yes,19,yes,no,dsl,yes,no,no,no,no,no,one year,yes,bank transfer (automatic),48.95,955.6,no,12-24,47.78,48.95
0988-jrwwp,female,0,no,no,3,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,54.2,140.4,no,0-6,35.1,54.2
5075-jsdki,female,0,no,no,59,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,24.45,1493.1,no,48+,24.884999999999998,24.45
7908-qcbca,female,0,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.4,69.4,yes,0-6,34.7,69.4
8644-xytsv,male,0,yes,no,42,no,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),40.15,1626.05,no,24-48,37.81511627906977,40.15
6711-fldfb,female,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.9,541.15,yes,6-12,67.64375,74.9
3873-wosbc,male,0,yes,no,67,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.6,1784.9,no,48+,26.248529411764707,25.6
7465-zzrvx,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.35,70.35,no,0-6,35.175,70.35
7975-jmznt,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),91.7,6075.9,no,48+,90.68507462686567,91.7
7251-xfoil,female,0,no,no,61,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,mailed check,89.2,5500.6,no,48+,88.71935483870968,89.2
4116-iqrfr,male,0,yes,yes,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),24.1,73.1,no,0-6,14.62,24.1
3714-jtvov,female,1,yes,no,42,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),74.15,3229.4,yes,24-48,75.10232558139535,74.15
8259-dzliz,female,0,yes,yes,64,yes,yes,dsl,no,yes,no,no,no,no,one year,yes,bank transfer (automatic),53.85,3399.85,no,48+,52.30538461538461,53.85
0442-zxkvs,female,1,yes,no,54,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),115.6,6431.05,no,48+,116.92818181818183,115.6
7853-wnzsy,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.75,19.75,no,0-6,9.875,19.75
3120-fazkd,male,0,yes,yes,54,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.05,1230.9,no,48+,22.380000000000003,24.05
8606-oegqz,female,0,no,yes,18,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.3,454.65,no,12-24,23.928947368421053,25.3
0225-zorzp,male,0,no,no,3,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,84.3,235.05,no,0-6,58.7625,84.3
4702-ioqdc,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.1,70.1,yes,0-6,35.05,70.1
9489-jmttn,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.75,6595.9,no,48+,90.35479452054794,89.75
0575-cuqov,male,1,yes,no,60,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,97.95,5867.0,no,48+,96.18032786885246,97.95
0967-bmlbd,female,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.0,196.35,no,6-12,16.3625,20.0
6178-kfnhs,female,0,no,yes,12,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,78.3,909.25,yes,6-12,69.9423076923077,78.3
2830-lewoa,male,0,yes,yes,61,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),103.9,6449.15,no,48+,104.01854838709677,103.9
5006-mxvrn,female,0,no,no,39,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.7,762.45,no,24-48,19.06125,20.7
1264-bywms,male,0,no,no,55,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.8,5283.95,yes,48+,94.35625,96.8
9658-wyufb,female,0,no,no,17,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,94.4,1617.5,yes,12-24,89.86111111111111,94.4
8327-wkmie,male,0,no,no,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.15,785.75,no,24-48,20.67763157894737,20.15
6917-fijhc,female,0,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,26.0,1776.0,no,48+,24.328767123287673,26.0
5329-krdtm,male,1,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,credit card (automatic),77.35,5396.25,no,48+,73.92123287671232,77.35
7797-ejmdp,female,0,no,no,8,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,no,bank transfer (automatic),66.05,574.5,no,6-12,63.833333333333336,66.05
3530-vwvgu,female,0,yes,yes,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,400.3,no,12-24,17.40434782608696,19.9
2013-sgdxk,female,0,no,no,1,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,no,electronic check,84.3,84.3,yes,0-6,42.15,84.3
6368-nwmce,female,0,no,no,38,yes,yes,dsl,no,yes,no,yes,no,yes,month-to-month,no,credit card (automatic),68.15,2656.3,no,24-48,68.11025641025641,68.15
3633-cdbuw,male,0,no,yes,17,yes,no,dsl,no,yes,yes,yes,yes,yes,one year,no,electronic check,80.85,1445.95,no,12-24,80.33055555555556,80.85
0707-hovvn,female,1,no,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),75.5,5212.65,no,48+,73.41760563380281,75.5
8580-qvloc,female,1,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),92.45,6440.25,yes,48+,88.22260273972603,92.45
3956-mgxog,female,0,no,no,28,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.6,2244.95,no,24-48,77.41206896551724,80.6
9274-uarkj,female,0,no,no,15,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),83.2,1130.0,no,12-24,70.625,83.2
4077-hwuyd,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),87.55,6463.15,no,48+,88.53630136986301,87.55
2012-nwrpa,female,1,yes,no,11,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.55,1131.2,yes,6-12,94.26666666666667,99.55
8808-eleho,male,1,no,no,8,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,81.25,585.95,yes,6-12,65.10555555555555,81.25
0103-csitq,female,0,yes,no,57,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),109.4,6252.7,no,48+,107.8051724137931,109.4
3506-lcjdc,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.95,19.95,yes,0-6,9.975,19.95
8671-kkkos,female,0,yes,no,46,no,no phone service,dsl,yes,yes,no,no,yes,no,month-to-month,no,electronic check,45.55,2062.15,no,24-48,43.87553191489362,45.55
7305-zwmaj,male,0,yes,no,30,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.7,587.1,no,24-48,18.938709677419357,20.7
9518-xxbxe,male,1,yes,no,10,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,75.3,720.45,no,6-12,65.49545454545455,75.3
3934-hxcfz,male,0,yes,no,23,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic check,99.25,2186.4,yes,12-24,91.10000000000001,99.25
6578-krmaw,male,0,no,no,32,yes,no,fiber optic,yes,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),93.4,2979.3,no,24-48,90.28181818181818,93.4
4860-ijude,male,0,no,no,13,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),73.75,956.65,no,12-24,68.33214285714286,73.75
7666-wkron,female,0,no,no,39,yes,no,fiber optic,no,no,yes,yes,no,no,two year,yes,electronic check,80.45,3201.55,yes,24-48,80.03875000000001,80.45
9688-ygxvr,female,0,no,no,44,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),88.15,3973.2,no,24-48,88.29333333333332,88.15
0423-udijq,male,1,no,no,9,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,49.2,447.9,no,6-12,44.79,49.2
1945-xisks,female,0,yes,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.65,1335.2,no,48+,19.63529411764706,19.65
4910-aqffx,male,0,yes,yes,9,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),79.35,661.25,yes,6-12,66.125,79.35
2154-kvjff,female,0,no,no,15,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.75,1111.85,yes,12-24,69.490625,79.75
5360-ljcnj,female,0,yes,no,71,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),105.15,7555.0,no,48+,104.93055555555556,105.15
2607-fbdff,male,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),49.0,49.0,no,0-6,24.5,49.0
9647-ergbe,female,0,yes,yes,30,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.05,3046.15,yes,24-48,98.26290322580645,100.05
3428-xzmaz,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.35,69.35,yes,0-6,34.675,69.35
1100-ddvrv,male,0,yes,no,17,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,mailed check,49.8,836.35,no,12-24,46.46388888888889,49.8
0378-tovms,female,0,no,no,3,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,electronic check,85.8,272.2,yes,0-6,68.05,85.8
